"imageName","keyInput","startTime","endTime"
"이미지 이름","입력한 키보드 값","이미지 시작지점","이미지 끝나는 지점"
"2_i_direction.jpg","Space",4.002,4.608
"4_i_direction.jpg","Space",5.61,6.047
"6_i_direction.jpg","Space",7.05,7.799
"8_i_direction.jpg","Space",8.8,10.879
"10_i_direction.jpg","Space",11.88,12.488
"12_i_direction.jpg","Space",13.489,14.015
"14_i_direction.jpg","Space",15.016,15.655
"16_i_direction.jpg","Space",16.656,17.631
"18_i_direction.jpg","Space",18.632,19.119
"20_i_direction.jpg","Space",20.121,20.703
"23_i_direction.jpg","Space",24.706,25.399
"25_i_direction.jpg","Space",26.399,27.975
"27_i_direction.jpg","Space",28.976,29.424
"29_i_direction.jpg","Space",30.426,32.863
"31_i_direction.jpg","Space",33.864,40.128
"33_i_direction.jpg","Space",41.13,42.951
"35_i_direction.JPG","Space",43.954,45.167
"37_i_direction.jpg","Space",46.167,46.767
"39_i_direction.jpg","Space",47.769,48.671
"41_i_direction.jpg","Space",49.671,50.255
"44_i_fake.jpg","Space",54.257,55.817
"46_i_fake.jpg","Space",56.82,57.911
"48_i_fake.jpg","Space",58.912,60.2
"50_i_fake.jpg","Space",61.204,66.585
"52_i_fake.jpg","Space",67.586,68.471
"55_i_direction.jpg","Space",72.474,77.199
"57_i_direction.jpg","Space",78.199,78.841
"59_i_direction.jpg","Space",79.844,80.543
"61_i_direction.jpg","Space",81.545,82.295
"63_i_direction.jpg","Space",83.297,84.391
"65_i_direction.jpg","Space",85.392,86.311
"67_i_direction.jpg","Space",87.314,88.32
"69_i_direction.jpg","Space",89.322,90.191
"71_i_direction.jpg","Space",91.193,91.679
"73_i_direction.jpg","Space",92.68,93.407
"76_i_direction.jpg","Space",97.409,98.447
"78_i_direction.jpg","Space",99.449,100.047
"80_i_direction.jpg","Space",101.05,101.616
"82_i_direction.jpg","Space",102.618,103.159
"84_i_direction.jpg","Space",104.161,104.912
"86_i_direction.jpg","Space",105.915,106.591
"88_i_direction.jpg","Space",107.593,108.407
"90_i_direction.jpg","Space",109.409,112.064
"92_i_direction.jpg","Space",113.066,114.047
"94_i_direction.jpg","Space",115.048,115.767
"97_i_fake.jpg","Space",119.769,120.407
"99_i_fake.jpg","Space",121.41,121.951
"101_i_fake.jpg","Space",122.951,123.401
"103_i_fake.jpg","Space",124.403,124.936
"105_i_fake.jpg","Space",125.939,127.776
"108_i_direction.JPG","Space",131.779,132.378
"110_i_direction.JPG","Space",133.38,134.409
"112_i_direction.jpg","Space",135.413,136.167
"114_i_direction.jpg","Space",137.169,137.775
"116_i_direction.JPG","Space",138.778,140.656
"118_i_direction.jpg","Space",141.658,142.401
"120_i_direction.jpg","Space",143.403,146.175
"122_i_direction.jpg","Space",147.176,148.271
"124_i_direction.jpg","Space",149.273,149.803
"126_i_direction.jpg","Space",150.806,151.351
"129_i_direction.jpg","Space",155.353,157.655
"131_i_direction.jpg","Space",158.658,161.704
"133_i_direction.jpg","Space",162.705,163.393
"135_i_direction.jpg","Space",164.395,165.431
"137_i_direction.jpg","Space",166.432,168.969
"139_i_direction.jpg","Space",169.97,170.943
"141_i_direction.jpg","Space",171.943,172.823
"143_i_direction.jpg","Space",173.825,174.615
"145_i_direction.jpg","Space",175.616,176.711
"147_i_direction.jpg","Space",177.713,178.44
"150_i_fake.jpg","Space",182.444,183.183
"152_i_fake.jpg","Space",184.184,186.839
"154_i_fake.jpg","Space",187.841,189.385
"156_i_fake.jpg","Space",190.387,191.271
"158_i_fake.jpg","Space",192.274,194.839
"161_i_direction.jpg","Space",198.844,200.913
"163_i_direction.jpg","Space",201.915,202.535
"165_i_direction.jpg","Space",203.536,205.209
"167_i_direction.jpg","Space",206.212,207.055
"169_i_direction.jpg","Space",208.056,209.074
"171_i_direction.jpg","Space",210.076,214.073
"173_i_direction.JPG","Space",215.076,216.903
"175_i_direction.JPG","Space",217.905,219.623
"177_i_direction.jpg","Space",220.625,221.496
"179_i_direction.jpg","Space",222.498,223.168
"182_i_direction.jpg","Space",227.172,228.304
"184_i_direction.jpg","Space",229.307,229.888
"186_i_direction.jpg","Space",230.89,231.578
"188_i_direction.jpg","Space",232.581,233.817
"190_i_direction.jpg","Space",234.818,235.713
"192_i_direction.jpg","Space",236.716,237.408
"194_i_direction.jpg","Space",238.409,238.871
"196_i_direction.jpg","Space",239.872,241.999
"198_i_direction.jpg","Space",243,243.783
"200_i_direction.jpg","Space",244.784,245.199
"203_i_direction.JPG","Space",249.204,251.919
"205_i_direction.jpg","Space",252.921,254.311
"207_i_direction.jpg","Space",255.311,256.095
"209_i_direction.JPG","Space",257.096,257.706
"211_i_direction.jpg","Space",258.709,259.231
"213_i_direction.jpg","Space",260.232,262.322
"215_i_direction.JPG","Space",263.326,265.161
"217_i_direction.png","Space",266.165,267.033
"219_i_direction.jpg","Space",268.034,268.975
"221_i_direction.JPG","Space",269.977,270.792
"224_i_direction.jpg","Space",274.797,275.489
"226_i_direction.jpg","Space",276.489,277.223
"228_i_direction.jpg","Space",278.224,278.842
"230_i_direction.jpg","Space",279.843,282.439
"232_i_direction.jpg","Space",283.44,284.345
"234_i_direction.jpg","Space",285.348,285.936
"236_i_direction.jpg","Space",286.937,287.895
"238_i_direction.jpg","Space",288.896,289.656
"240_i_direction.jpg","Space",290.657,291.175
"242_i_direction.jpg","Space",292.175,292.743
,,0,292.743
