Recording timestamp	Event	Event value	Gaze direction right X	Gaze direction right Y	Gaze direction right Z	Gaze direction left X	Gaze direction left Y	Gaze direction left Z	Recording media name	Recording media width	Recording media height	Eye movement type	Eye movement type index	Fixation point X	Fixation point Y	
690			0.11722	0.14559	0.98238	0.00489	0.16348	0.98653	fullstream.mp4	1920	1080	Fixation	2	887	436	
700			0.11503	0.14398	0.98287	0.00442	0.16520	0.98625	fullstream.mp4	1920	1080	Fixation	2	887	436	
710			0.11419	0.14353	0.98304	0.00398	0.16410	0.98644	fullstream.mp4	1920	1080	Fixation	2	887	436	
720			0.11384	0.14303	0.98315	0.00381	0.16569	0.98617	fullstream.mp4	1920	1080	Fixation	2	887	436	
730			0.11373	0.14461	0.98293	0.00327	0.16462	0.98635	fullstream.mp4	1920	1080	Fixation	2	887	436	
740			0.11383	0.14438	0.98295	0.00341	0.16628	0.98607	fullstream.mp4	1920	1080	Fixation	2	887	436	
750			0.11431	0.14445	0.98289	0.00331	0.16512	0.98627	fullstream.mp4	1920	1080	Fixation	2	887	436	
760			0.10968	0.14109	0.98390	0.00482	0.16697	0.98595	fullstream.mp4	1920	1080	Fixation	2	887	436	
770			0.08432	0.15474	0.98435	-0.00449	0.17469	0.98461	fullstream.mp4	1920	1080	Saccade	3			
780			0.03844	0.18835	0.98135	-0.03765	0.20061	0.97895	fullstream.mp4	1920	1080	Saccade	3			
790						-0.08178	0.22399	0.97115	fullstream.mp4	1920	1080	Saccade	3			
800			-0.00459	0.23341	0.97237	-0.12166	0.26888	0.95546	fullstream.mp4	1920	1080	Saccade	3			
810						-0.15747	0.26889	0.95021	fullstream.mp4	1920	1080	Saccade	3			
820			-0.05210	0.27580	0.95980	-0.16594	0.29239	0.94179	fullstream.mp4	1920	1080	Saccade	3			
830			-0.06986	0.31506	0.94650	-0.17917	0.28089	0.94287	fullstream.mp4	1920	1080	Fixation	3	1121	237	
840			-0.07826	0.28472	0.95541	-0.17766	0.32001	0.93061	fullstream.mp4	1920	1080	Fixation	3	1121	237	
846	SyncPortOutLow								fullstream.mp4	1920	1080	Fixation	3	1121	237	
850			-0.07536	0.31726	0.94534	-0.18218	0.29400	0.93828	fullstream.mp4	1920	1080	Fixation	3	1121	237	
860			-0.07824	0.29568	0.95208	-0.17599	0.32460	0.92933	fullstream.mp4	1920	1080	Fixation	3	1121	237	
869			-0.07706	0.32048	0.94411	-0.17749	0.30120	0.93690	fullstream.mp4	1920	1080	Fixation	3	1121	237	
879			-0.07891	0.31011	0.94742	-0.17624	0.31533	0.93248	fullstream.mp4	1920	1080	Fixation	3	1121	237	
889			-0.07682	0.32473	0.94268	-0.17468	0.29800	0.93845	fullstream.mp4	1920	1080	Fixation	3	1121	237	
899			-0.07504	0.29341	0.95304	-0.16975	0.31591	0.93348	fullstream.mp4	1920	1080	Fixation	3	1121	237	
909			-0.07103	0.31224	0.94734	-0.17034	0.29471	0.94028	fullstream.mp4	1920	1080	Fixation	3	1121	237	
919			-0.07377	0.28725	0.95501	-0.16522	0.31462	0.93473	fullstream.mp4	1920	1080	Fixation	3	1121	237	
929			-0.06895	0.30939	0.94843	-0.16916	0.29480	0.94047	fullstream.mp4	1920	1080	Fixation	3	1121	237	
939			-0.07317	0.29170	0.95371	-0.16430	0.31745	0.93393	fullstream.mp4	1920	1080	Fixation	3	1121	237	
949			-0.06905	0.31364	0.94703	-0.16819	0.29864	0.93943	fullstream.mp4	1920	1080	Fixation	3	1121	237	
959			-0.07251	0.29675	0.95220	-0.16438	0.32141	0.93256	fullstream.mp4	1920	1080	Fixation	3	1121	237	
969			-0.06870	0.31937	0.94514	-0.16927	0.30270	0.93794	fullstream.mp4	1920	1080	Fixation	3	1121	237	
979			-0.07213	0.30218	0.95052	-0.16340	0.32508	0.93146	fullstream.mp4	1920	1080	Fixation	3	1121	237	
989			-0.06992	0.32494	0.94315	-0.16801	0.30640	0.93696	fullstream.mp4	1920	1080	Fixation	3	1121	237	
999			-0.07121	0.30933	0.94829	-0.17081	0.32476	0.93024	fullstream.mp4	1920	1080	Fixation	3	1121	237	
1009			-0.07009	0.32931	0.94162	-0.17286	0.30764	0.93567	fullstream.mp4	1920	1080	Fixation	3	1121	237	
1019			-0.07041	0.31143	0.94766	-0.17191	0.32807	0.92888	fullstream.mp4	1920	1080	Fixation	3	1121	237	
1029			-0.07066	0.33027	0.94124	-0.17303	0.30990	0.93489	fullstream.mp4	1920	1080	Fixation	3	1121	237	
1039			-0.07210	0.32271	0.94375	-0.17464	0.32856	0.92819	fullstream.mp4	1920	1080	Fixation	3	1121	237	
1049			-0.07503	0.35618	0.93140	-0.17114	0.34007	0.92470	fullstream.mp4	1920	1080	Saccade	4			
1059			-0.07791	0.36336	0.92838	-0.17193	0.36960	0.91315	fullstream.mp4	1920	1080	Fixation	4	1142	118	
1069			-0.07776	0.39291	0.91628	-0.17344	0.36736	0.91376	fullstream.mp4	1920	1080	Fixation	4	1142	118	
1079			-0.07975	0.37559	0.92335	-0.16775	0.39895	0.90150	fullstream.mp4	1920	1080	Fixation	4	1142	118	
1089			-0.07550	0.39822	0.91418	-0.17036	0.37876	0.90968	fullstream.mp4	1920	1080	Fixation	4	1142	118	
1099			-0.08293	0.38111	0.92080	-0.16695	0.40752	0.89781	fullstream.mp4	1920	1080	Fixation	4	1142	118	
1109			-0.08673	0.40508	0.91016	-0.16702	0.37993	0.90981	fullstream.mp4	1920	1080	Fixation	4	1142	118	
1119			-0.08483	0.38852	0.91753				fullstream.mp4	1920	1080	Fixation	4	1142	118	
1129			-0.09714	0.40762	0.90797	-0.16212	0.36603	0.91637	fullstream.mp4	1920	1080	Fixation	4	1142	118	
1139			-0.08526	0.38979	0.91695				fullstream.mp4	1920	1080	Fixation	4	1142	118	
1149			-0.10230	0.41486	0.90412	-0.16216	0.36390	0.91721	fullstream.mp4	1920	1080	Fixation	4	1142	118	
1159			-0.09150	0.39319	0.91489	-0.17383	0.41653	0.89235	fullstream.mp4	1920	1080	Fixation	4	1142	118	
1169			-0.10435	0.42202	0.90056	-0.16697	0.38362	0.90827	fullstream.mp4	1920	1080	Fixation	4	1142	118	
1179			-0.09102	0.39564	0.91388				fullstream.mp4	1920	1080	Fixation	4	1142	118	
1189			-0.11005	0.41783	0.90184	-0.16555	0.36692	0.91540	fullstream.mp4	1920	1080	Fixation	4	1142	118	
1199			-0.08472	0.39569	0.91447				fullstream.mp4	1920	1080	Fixation	4	1142	118	
1209			-0.11313	0.41984	0.90052	-0.16982	0.36165	0.91672	fullstream.mp4	1920	1080	Fixation	4	1142	118	
1219			-0.08321	0.39339	0.91560				fullstream.mp4	1920	1080	Fixation	4	1142	118	
1229			-0.11022	0.42164	0.90004	-0.16733	0.36266	0.91678	fullstream.mp4	1920	1080	Fixation	4	1142	118	
1239			-0.09341	0.39197	0.91522	-0.17126	0.41320	0.89439	fullstream.mp4	1920	1080	Fixation	4	1142	118	
1249			-0.09978	0.42390	0.90020	-0.17202	0.38343	0.90741	fullstream.mp4	1920	1080	Fixation	4	1142	118	
1259			-0.10225	0.38612	0.91676	-0.17122	0.41869	0.89184	fullstream.mp4	1920	1080	Fixation	4	1142	118	
1269			-0.09693	0.41990	0.90238	-0.17800	0.38593	0.90519	fullstream.mp4	1920	1080	Fixation	4	1142	118	
1279			-0.10337	0.38452	0.91731	-0.17165	0.42128	0.89054	fullstream.mp4	1920	1080	Fixation	4	1142	118	
1289			-0.09286	0.41773	0.90381	-0.18401	0.38798	0.90311	fullstream.mp4	1920	1080	Fixation	4	1142	118	
1299			-0.10676	0.38289	0.91761	-0.17110	0.42232	0.89015	fullstream.mp4	1920	1080	Fixation	4	1142	118	
1309			-0.09176	0.41423	0.90554	-0.18769	0.39169	0.90075	fullstream.mp4	1920	1080	Fixation	4	1142	118	
1319			-0.10733	0.38216	0.91784	-0.17092	0.42303	0.88985	fullstream.mp4	1920	1080	Fixation	4	1142	118	
1329			-0.08965	0.41083	0.90730	-0.18915	0.39271	0.90000	fullstream.mp4	1920	1080	Fixation	4	1142	118	
1339			-0.11108	0.38040	0.91813	-0.17194	0.42445	0.88898	fullstream.mp4	1920	1080	Fixation	4	1142	118	
1346	SyncPortOutHigh								fullstream.mp4	1920	1080	Fixation	4	1142	118	
1349			-0.09053	0.41007	0.90755	-0.19471	0.39757	0.89668	fullstream.mp4	1920	1080	Fixation	4	1142	118	
1359			-0.10827	0.38520	0.91646	-0.17653	0.42871	0.88603	fullstream.mp4	1920	1080	Fixation	4	1142	118	
1369			-0.09471	0.40759	0.90824	-0.18601	0.39307	0.90050	fullstream.mp4	1920	1080	Fixation	4	1142	118	
1379			-0.09275	0.38504	0.91823				fullstream.mp4	1920	1080	Fixation	4	1142	118	
1389			-0.07788	0.38954	0.91771	-0.16850	0.37834	0.91020	fullstream.mp4	1920	1080	Fixation	4	1142	118	
1399			-0.07461	0.37749	0.92300	-0.17591	0.39854	0.90012	fullstream.mp4	1920	1080	Fixation	4	1142	118	
1409			-0.07474	0.39291	0.91654	-0.18157	0.36567	0.91286	fullstream.mp4	1920	1080	Fixation	4	1142	118	
1419			-0.06894	0.36596	0.92807	-0.18650	0.36431	0.91241	fullstream.mp4	1920	1080	Fixation	4	1142	118	
1429						-0.19313	0.34304	0.91925	fullstream.mp4	1920	1080	Fixation	4	1142	118	
1439									fullstream.mp4	1920	1080	EyesNotFound	1			
1449									fullstream.mp4	1920	1080	EyesNotFound	1			
1459									fullstream.mp4	1920	1080	EyesNotFound	1			
1469									fullstream.mp4	1920	1080	EyesNotFound	1			
1479									fullstream.mp4	1920	1080	EyesNotFound	1			
1489									fullstream.mp4	1920	1080	EyesNotFound	1			
1499									fullstream.mp4	1920	1080	EyesNotFound	1			
1509									fullstream.mp4	1920	1080	EyesNotFound	1			
1519									fullstream.mp4	1920	1080	EyesNotFound	1			
1529						-0.19489	0.32396	0.92578	fullstream.mp4	1920	1080	Fixation	5	1127	175	
1539			-0.06784	0.34734	0.93528	-0.19033	0.33284	0.92358	fullstream.mp4	1920	1080	Fixation	5	1127	175	
1549						-0.18606	0.33472	0.92377	fullstream.mp4	1920	1080	Fixation	5	1127	175	
1559			-0.06644	0.35012	0.93434	-0.18709	0.33505	0.92344	fullstream.mp4	1920	1080	Fixation	5	1127	175	
1569			-0.07586	0.37883	0.92235	-0.17949	0.32641	0.92803	fullstream.mp4	1920	1080	Fixation	5	1127	175	
1579			-0.06789	0.36266	0.92945	-0.18709	0.34322	0.92043	fullstream.mp4	1920	1080	Fixation	5	1127	175	
1589			-0.07330	0.37693	0.92334	-0.17883	0.33131	0.92642	fullstream.mp4	1920	1080	Fixation	5	1127	175	
1599			0.62093	-0.13229	0.77263	-0.18422	0.35195	0.91771	fullstream.mp4	1920	1080	Fixation	5	1127	175	
1609			0.18286	0.20715	0.96107	-0.17798	0.35162	0.91907	fullstream.mp4	1920	1080	Fixation	5	1127	175	
1619			-0.00595	0.31705	0.94839	-0.17149	0.37242	0.91208	fullstream.mp4	1920	1080	Fixation	5	1127	175	
1629			-0.02237	0.34474	0.93843	-0.18146	0.36617	0.91268	fullstream.mp4	1920	1080	Fixation	5	1127	175	
1639			-0.06090	0.35401	0.93326	-0.17556	0.38279	0.90700	fullstream.mp4	1920	1080	Fixation	5	1127	175	
1649			-0.06290	0.37094	0.92652	-0.18118	0.37437	0.90941	fullstream.mp4	1920	1080	Fixation	5	1127	175	
1659			-0.06904	0.36226	0.92952	-0.17804	0.38794	0.90433	fullstream.mp4	1920	1080	Fixation	5	1127	175	
1669			-0.06661	0.37448	0.92484	-0.18137	0.37779	0.90795	fullstream.mp4	1920	1080	Fixation	5	1127	175	
1679			-0.07043	0.36470	0.92846	-0.17667	0.38655	0.90519	fullstream.mp4	1920	1080	Fixation	5	1127	175	
1689			-0.07159	0.37977	0.92231	-0.17932	0.37953	0.90763	fullstream.mp4	1920	1080	Fixation	5	1127	175	
1699			0.62574	-0.07401	0.77651	-0.17842	0.38425	0.90582	fullstream.mp4	1920	1080	Fixation	5	1127	175	
1709			0.19500	0.22041	0.95572	-0.17805	0.37738	0.90878	fullstream.mp4	1920	1080	Saccade	5			
1719			-0.00553	0.31828	0.94798	-0.16929	0.38107	0.90892	fullstream.mp4	1920	1080	Unclassified	1			
1729			-0.01317	0.34378	0.93896	-0.18447	0.36133	0.91401	fullstream.mp4	1920	1080	Unclassified	1			
1739			-0.06412	0.35883	0.93120	-0.17883	0.37996	0.90755	fullstream.mp4	1920	1080	Saccade	6			
1749			-0.07018	0.37832	0.92301	-0.18502	0.36487	0.91249	fullstream.mp4	1920	1080	Fixation	6	1145	135	
1759			-0.07388	0.36966	0.92622	-0.18801	0.37705	0.90691	fullstream.mp4	1920	1080	Fixation	6	1145	135	
1769			-0.07689	0.38641	0.91912	-0.19131	0.36205	0.91231	fullstream.mp4	1920	1080	Fixation	6	1145	135	
1779			-0.07704	0.37335	0.92449	-0.19708	0.37610	0.90538	fullstream.mp4	1920	1080	Fixation	6	1145	135	
1789			-0.07997	0.39261	0.91622	-0.19605	0.36297	0.91094	fullstream.mp4	1920	1080	Fixation	6	1145	135	
1799			-0.07894	0.37442	0.92389	-0.19492	0.38625	0.90156	fullstream.mp4	1920	1080	Fixation	6	1145	135	
1809			-0.07968	0.39500	0.91522	-0.19440	0.36837	0.90913	fullstream.mp4	1920	1080	Fixation	6	1145	135	
1819			-0.08048	0.37471	0.92364	-0.19397	0.39300	0.89885	fullstream.mp4	1920	1080	Fixation	6	1145	135	
1829			-0.07955	0.39985	0.91312	-0.19505	0.37294	0.90712	fullstream.mp4	1920	1080	Fixation	6	1145	135	
1839			-0.08291	0.37573	0.92301	-0.19045	0.40043	0.89632	fullstream.mp4	1920	1080	Fixation	6	1145	135	
1846	SyncPortOutLow								fullstream.mp4	1920	1080	Fixation	6	1145	135	
1849			-0.07952	0.40133	0.91247	-0.19403	0.37712	0.90561	fullstream.mp4	1920	1080	Fixation	6	1145	135	
1859			-0.08561	0.37546	0.92288	-0.18746	0.40633	0.89429	fullstream.mp4	1920	1080	Fixation	6	1145	135	
1869			-0.07833	0.40307	0.91181	-0.19357	0.38153	0.90386	fullstream.mp4	1920	1080	Fixation	6	1145	135	
1879			-0.08642	0.37687	0.92223	-0.18317	0.41499	0.89120	fullstream.mp4	1920	1080	Fixation	6	1145	135	
1889			-0.08210	0.39851	0.91348	-0.18771	0.38190	0.90494	fullstream.mp4	1920	1080	Fixation	6	1145	135	
1899			-0.08308	0.37828	0.92196				fullstream.mp4	1920	1080	Fixation	6	1145	135	
1909			-0.08324	0.39431	0.91520	-0.17975	0.36042	0.91531	fullstream.mp4	1920	1080	Fixation	6	1145	135	
1919			-0.08358	0.37496	0.92327	-0.18075	0.40413	0.89667	fullstream.mp4	1920	1080	Fixation	6	1145	135	
1929			-0.07759	0.40046	0.91302	-0.18837	0.37804	0.90642	fullstream.mp4	1920	1080	Fixation	6	1145	135	
1939			-0.08466	0.37385	0.92362	-0.18485	0.40524	0.89533	fullstream.mp4	1920	1080	Fixation	6	1145	135	
1949			-0.08107	0.40029	0.91279	-0.19168	0.37933	0.90519	fullstream.mp4	1920	1080	Fixation	6	1145	135	
1959			-0.08670	0.37458	0.92313	-0.18484	0.40360	0.89607	fullstream.mp4	1920	1080	Fixation	6	1145	135	
1969			-0.07859	0.39762	0.91418	-0.19091	0.37748	0.90612	fullstream.mp4	1920	1080	Fixation	6	1145	135	
1979			-0.08307	0.37255	0.92429	-0.18607	0.40004	0.89741	fullstream.mp4	1920	1080	Fixation	6	1145	135	
1989			-0.07811	0.39634	0.91477	-0.19307	0.37595	0.90630	fullstream.mp4	1920	1080	Fixation	6	1145	135	
1999			-0.08253	0.37196	0.92457	-0.18796	0.39694	0.89839	fullstream.mp4	1920	1080	Fixation	6	1145	135	
2009			-0.06652	0.37355	0.92522	-0.17923	0.35003	0.91943	fullstream.mp4	1920	1080	Saccade	7			
2019			-0.03079	0.29980	0.95350	-0.15449	0.33724	0.92866	fullstream.mp4	1920	1080	Saccade	7			
2029			0.01150	0.27615	0.96105	-0.12301	0.26141	0.95736	fullstream.mp4	1920	1080	Saccade	7			
2039			0.02164	0.22184	0.97484	-0.09899	0.24078	0.96552	fullstream.mp4	1920	1080	Saccade	7			
2049			0.03739	0.19723	0.97964	-0.08548	0.17004	0.98172	fullstream.mp4	1920	1080	Saccade	7			
2059			0.04417	0.13910	0.98929	-0.07558	0.14088	0.98714	fullstream.mp4	1920	1080	Saccade	7			
2069			0.04123	0.11366	0.99266	-0.06927	0.10094	0.99248	fullstream.mp4	1920	1080	Saccade	7			
2079			0.03923	0.09166	0.99502	-0.06545	0.09805	0.99303	fullstream.mp4	1920	1080	Fixation	7	981	512	
2089			0.03654	0.09410	0.99489	-0.06404	0.08408	0.99440	fullstream.mp4	1920	1080	Fixation	7	981	512	
2099			0.03470	0.07843	0.99632	-0.06239	0.09015	0.99397	fullstream.mp4	1920	1080	Fixation	7	981	512	
2109						-0.06419	0.08141	0.99461	fullstream.mp4	1920	1080	Fixation	7	981	512	
2119			0.03744	0.07777	0.99627	-0.06430	0.08853	0.99400	fullstream.mp4	1920	1080	Fixation	7	981	512	
2129						-0.06570	0.08205	0.99446	fullstream.mp4	1920	1080	Fixation	7	981	512	
2139			0.03899	0.07994	0.99604	-0.06619	0.09285	0.99348	fullstream.mp4	1920	1080	Fixation	7	981	512	
2149						-0.06789	0.08940	0.99368	fullstream.mp4	1920	1080	Fixation	7	981	512	
2159			0.03281	0.08102	0.99617	-0.06702	0.09977	0.99275	fullstream.mp4	1920	1080	Fixation	7	981	512	
2169			0.03106	0.09120	0.99535	-0.06838	0.09183	0.99342	fullstream.mp4	1920	1080	Fixation	7	981	512	
2179			0.03355	0.08858	0.99550	-0.06780	0.09960	0.99271	fullstream.mp4	1920	1080	Fixation	7	981	512	
2189						-0.06903	0.09297	0.99327	fullstream.mp4	1920	1080	Fixation	7	981	512	
2199			0.03311	0.08651	0.99570	-0.06916	0.10096	0.99248	fullstream.mp4	1920	1080	Fixation	7	981	512	
2209			0.02907	0.09598	0.99496	-0.07022	0.09252	0.99323	fullstream.mp4	1920	1080	Fixation	7	981	512	
2219			0.03161	0.09215	0.99524	-0.06922	0.10039	0.99254	fullstream.mp4	1920	1080	Fixation	7	981	512	
2229			0.03154	0.09984	0.99450	-0.06858	0.09414	0.99319	fullstream.mp4	1920	1080	Fixation	7	981	512	
2239			0.01235	0.09600	0.99530	-0.07512	0.10527	0.99160	fullstream.mp4	1920	1080	Saccade	8			
2249						-0.10410	0.11154	0.98829	fullstream.mp4	1920	1080	Saccade	8			
2259			-0.03488	0.13822	0.98979	-0.13435	0.15257	0.97912	fullstream.mp4	1920	1080	Saccade	8			
2269						-0.15525	0.17677	0.97193	fullstream.mp4	1920	1080	Saccade	8			
2279			-0.04679	0.19474	0.97974	-0.16109	0.22851	0.96012	fullstream.mp4	1920	1080	Saccade	8			
2289			-0.04558	0.25732	0.96525	-0.16740	0.22669	0.95947	fullstream.mp4	1920	1080	Saccade	8			
2299			-0.05137	0.25422	0.96578	-0.16851	0.26391	0.94971	fullstream.mp4	1920	1080	Fixation	8	1097	290	
2309			-0.05677	0.28473	0.95693	-0.16734	0.25083	0.95346	fullstream.mp4	1920	1080	Fixation	8	1097	290	
2319			-0.05256	0.26608	0.96252	-0.16904	0.27941	0.94517	fullstream.mp4	1920	1080	Fixation	8	1097	290	
2329			-0.05093	0.28772	0.95636	-0.16843	0.26606	0.94913	fullstream.mp4	1920	1080	Fixation	8	1097	290	
2339			-0.05032	0.26861	0.96193	-0.16754	0.28801	0.94286	fullstream.mp4	1920	1080	Fixation	8	1097	290	
2346	SyncPortOutHigh								fullstream.mp4	1920	1080	Fixation	8	1097	290	
2349			-0.04817	0.28838	0.95630	-0.16814	0.27151	0.94763	fullstream.mp4	1920	1080	Fixation	8	1097	290	
2359			-0.04967	0.27050	0.96144	-0.16401	0.29048	0.94272	fullstream.mp4	1920	1080	Fixation	8	1097	290	
2369			-0.04674	0.28705	0.95677	-0.16514	0.27419	0.94739	fullstream.mp4	1920	1080	Fixation	8	1097	290	
2379			-0.04784	0.26888	0.96198	-0.16270	0.29091	0.94282	fullstream.mp4	1920	1080	Fixation	8	1097	290	
2389			-0.04582	0.28626	0.95705	-0.16551	0.27176	0.94803	fullstream.mp4	1920	1080	Fixation	8	1097	290	
2399			-0.04742	0.26734	0.96243	-0.16275	0.28819	0.94364	fullstream.mp4	1920	1080	Fixation	8	1097	290	
2409			-0.04533	0.28508	0.95743	-0.16409	0.26925	0.94899	fullstream.mp4	1920	1080	Fixation	8	1097	290	
2419			-0.04686	0.26604	0.96282	-0.16132	0.28635	0.94445	fullstream.mp4	1920	1080	Fixation	8	1097	290	
2429			-0.04462	0.28389	0.95782	-0.16297	0.26623	0.95003	fullstream.mp4	1920	1080	Fixation	8	1097	290	
2439			-0.04533	0.26405	0.96344	-0.16080	0.28386	0.94529	fullstream.mp4	1920	1080	Fixation	8	1097	290	
2449			-0.04352	0.28258	0.95826	-0.16170	0.26461	0.95070	fullstream.mp4	1920	1080	Fixation	8	1097	290	
2459			-0.04417	0.26475	0.96330	-0.15966	0.28298	0.94574	fullstream.mp4	1920	1080	Fixation	8	1097	290	
